tweet_id,retweet_count,favorite_count
843604394117681152,2736,16869
843235543001513987,6003,21499
842846295480000512,3628,15263
842765311967449089,1278,6733
842535590457499648,3492,18095
842163532590374912,5779,24458
842115215311396866,3024,13979
841833993020538882,15082,0
841680585030541313,7789,25733
841439858740625411,3689,12669
841320156043304961,5491,19814
841314665196081154,4655,15852
841077006473256960,5303,22915
840761248237133825,1767,0
840728873075638272,16142,0
840698636975636481,1,174
840696689258311684,973,12314
840632337062862849,1767,9022
840370681858686976,4542,16503
840268004936019968,5749,19319
839990271299457024,2279,13453
839549326359670784,7768,27555
839290600511926273,144,0
839239871831150596,6543,27232
838952994649550848,4012,19728
838921590096166913,2070,11197
838916489579200512,34,0
838831947270979586,11039,0
838561493054533637,1339,10982
838476387338051585,4784,22615
838201503651401729,10098,0
838150277551247360,332,1682
838085839343206401,1,142
838083903487373313,3143,17718
837820167694528512,7891,34306
837482249356513284,443,3857
837471256429613056,2284,12868
837110210464448512,2370,16140
836989968035819520,2296,12830
836753516572119041,4662,19424
836677758902222849,2237,12673
836648853927522308,554,0
836397794269200385,27662,0
836380477523124226,3006,14843
836260088725786625,4323,21444
836001077879255040,4288,19215
835685285446955009,8184,0
835574547218894849,3644,17912
835536468978302976,1711,0
835309094223372289,21109,0
835297930240217089,3038,16593
835264098648616962,1711,7791
835246439529840640,73,2117
835172783151792128,5802,26362
835152434251116546,3040,22586
834931633769889797,1658,10885
834786237630337024,5541,21495
834574053763584002,2556,13771
834477809192075265,10733,0
834458053273591808,1697,9703
834209720923721728,4802,20759
834167344700198914,3688,15938
834089966724603904,2151,10134
834086379323871233,2225,13178
833863086058651648,2428,13520
833826103416520705,3803,18193
833732339549220864,222,0
833722901757046785,3253,20974
833479644947025920,2069,14968
833124694597443584,4887,20364
832998151111966721,2223,13387
832769181346996225,39,0
832757312314028032,3659,17002
832682457690300417,2948,11983
832645525019123713,533,2954
832636094638288896,2814,15989
832397543355072512,2239,12076
832369877331693569,3218,17341
832273440279240704,2357,11457
832215909146226688,6264,0
832215726631055365,9434,0
832088576586297345,2,64
832040443403784192,9720,0
832032802820481025,4704,18051
831939777352105988,6204,24246
831926988323639298,34,343
831911600680497154,6579,27900
831670449226514432,1842,10551
831650051525054464,1952,7227
831552930092285952,2335,9074
831322785565769729,1569,9356
831315979191906304,1134,6614
831309418084069378,2485,11873
831262627380748289,2069,12026
830956169170665475,1514,8068
830583320585068544,16987,67607
830173239259324417,5759,0
830097400375152640,2986,9928
829878982036299777,5089,0
829861396166877184,1975,12370
829501995190984704,10733,32139
829449946868879360,2054,10571
829141528400556032,7451,24716
829011960981237760,16501,53735
828801551087042563,3454,0
828770345708580865,5942,25893
828708714936930305,11332,36957
828650029636317184,1369,9621
828409743546925057,1179,6424
828408677031882754,1306,7767
828381636999917570,2244,12746
828376505180889089,1087,7468
828372645993398273,2979,12706
828361771580813312,173,2222
828046555563323392,2918,11914
828011680017821696,2173,10480
827933404142436356,5318,20366
827653905312006145,3058,15678
827600520311402496,955,7526
827324948884643840,3101,16065
827199976799354881,2258,10711
826958653328592898,5089,21870
826848821049180160,10327,36853
826615380357632002,4038,0
826598799820865537,256,5184
826598365270007810,2382,10184
826476773533745153,4263,18664
826240494070030336,2644,13481
826204788643753985,937,4948
826115272272650244,3187,15868
825876512159186944,1901,10612
825829644528148480,2523,12913
825535076884762624,17795,57582
825147591692263424,4613,18579
825120256414846976,1282,0
825026590719483904,1282,6404
824796380199809024,5584,0
824775126675836928,3579,15159
824663926340194305,1770,10248
824325613288833024,10685,11995
824297048279236611,3935,15283
824025158776213504,605,4899
823939628516474880,2749,10786
823719002937630720,11401,0
823699002998870016,2563,14193
823581115634085888,2673,13232
823333489516937216,25,712
823322678127919110,4103,15981
823269594223824897,10070,0
822975315408461824,3515,17575
822872901745569793,44095,133805
822859134160621569,2327,13499
822647212903690241,6533,0
822610361945911296,3012,15062
822489057087389700,6533,18456
822462944365645825,14613,28562
822244816520155136,10070,35546
822163064745328640,4879,0
821886076407029760,2354,11517
821813639212650496,3417,0
821765923262631936,1686,8559
821522889702862852,1800,8160
821421320206483457,5709,0
821407182352777218,4437,11996
821153421864615936,10,261
821149554670182400,2032,8811
821107785811234820,2178,9756
821044531881721856,2323,12870
820837357901512704,6871,0
820749716845686786,10098,32121
820690176645140481,3297,12432
820494788566847489,573,0
820446719150292993,2618,0
820314633777061888,573,3404
820078625395449857,6425,20187
820013781606658049,1201,0
819952236453363712,1201,5417
819924195358416896,4962,13134
819711362133872643,3174,13652
819588359383371776,2029,9811
819347104292290561,1230,7359
819238181065359361,413,2317
819227688460238848,6871,23520
819015337530290176,37637,0
819015331746349057,19348,0
819006400881917954,19348,46132
819004803107983360,37637,88538
818646164899774465,21453,0
818627210458333184,7690,22819
818614493328580609,2622,10033
818588835076603904,6286,0
818536468981415936,2517,11105
818307523543449600,8276,0
818259473185828864,2327,11243
818145370475810820,2627,12538
817908911860748288,822,4948
817827839487737858,27662,52743
817777686764523521,2749,10950
817536400337801217,3037,12000
817502432452313088,3469,0
817423860136083457,15082,34580
817415592588222464,971,5719
817181837579653120,8661,0
817171292965273600,2069,8949
817120970343411712,2661,12457
817056546584727552,1682,8771
816829038950027264,4819,0
816816676327063552,2081,10226
816697700272001025,2241,10011
816450570814898180,8276,31108
816336735214911488,1990,8792
816091915477250048,2191,9116
816062466425819140,1049,0
816014286006976512,5399,0
815990720817401858,1049,5063
815966073409433600,8661,22882
815745968457060357,4238,0
815736392542261248,2326,10060
815639385530101762,1682,8400
815390420867969024,3894,10596
814986499976527872,1312,7819
814638523311648768,2767,11515
814578408554463233,5968,0
814530161257443328,1908,8832
814153002265309185,8896,29417
813944609378369540,3257,0
813910438903693312,1917,9502
813812741911748608,14326,37222
813800681631023104,1808,8512
813217897535406080,7483,19062
813202720496779264,1851,9444
813187593374461952,4471,20340
813172488309972993,1976,9487
813157409116065792,2267,7956
813142292504645637,2438,8663
813130366689148928,458,4585
813127251579564032,3206,12132
813112105746448384,2811,10551
813096984823349248,3704,10799
813081950185472002,2840,10110
813066809284972545,2002,8144
813051746834595840,7544,21455
812781120811126785,1954,7761
812709060537683968,1467,6776
812503143955202048,1252,6215
812466873996607488,1986,8155
812372279581671427,3758,13990
811985624773361665,1438,7431
811744202451197953,1637,7717
811647686436880384,761,5737
811627233043480576,3161,13083
811386762094317568,6553,21430
810984652412424192,1470,5471
810896069567610880,1813,9238
810657578271330305,2723,11239
810284430598270976,11614,36128
810254108431155201,3454,15059
809920764300447744,4038,15908
809808892968534016,5033,0
809448704142938112,1503,7111
809220051211603969,5759,20413
809084759137812480,3617,13569
808838249661788160,3125,10356
808733504066486276,2227,8105
808501579447930884,2679,11578
808344865868283904,21453,43649
808134635716833280,6094,0
808106460588765185,2266,9005
808001312164028416,3626,12861
807621403335917568,3735,14947
807106840509214720,57068,121319
807059379405148160,7547,0
807010152071229440,3963,13391
806629075125202948,35694,76662
806620845233815552,5687,0
806576416489959424,1998,5011
806542213899489280,2423,10482
806242860592926720,11963,0
806219024703037440,1225,6591
805958939288408065,5515,0
805932879469572096,1970,8487
805826884734976000,1880,6738
805823200554876929,8266,0
805520635690676224,1710,5895
805487436403003392,2590,9009
805207613751304193,1763,8022
804738756058218496,3931,14033
804475857670639616,2068,6295
804413760345620481,3326,0
804026241225523202,16619,45644
803773340896923648,2826,10325
803692223237865472,7632,0
803638050916102144,4255,11234
803380650405482500,1917,7968
803321560782307329,5472,0
803276597545603072,2527,10281
802952499103731712,2068,9251
802624713319034886,2984,0
802600418706604034,1510,7289
802572683846291456,2580,9161
802323869084381190,6003,16636
802265048156610565,1415,6940
802239329049477120,2698,9305
802185808107208704,279,0
801958328846974976,1756,7936
801854953262350336,243,1824
801538201127157760,2122,8425
801285448605831168,848,6213
801167903437357056,6094,25125
801127390143516673,4062,0
801115127852503040,2166,8286
800859414831898624,98,702
800855607700029440,1661,0
800751577355128832,2873,10827
800513324630806528,3072,13485
800459316964663297,2234,9754
800443802682937345,4434,0
800388270626521089,2888,11445
800188575492947969,4057,0
800141422401830912,2618,15684
800018252395122689,13548,29134
799774291445383169,4823,0
799757965289017345,2219,8621
799422933579902976,1977,8261
799308762079035393,5625,0
799297110730567681,2840,10157
799063482566066176,2531,8280
798933969379225600,4605,13435
798925684722855936,1479,7677
798705661114773508,6831,0
798701998996647937,8014,0
798697898615730177,6678,0
798694562394996736,5101,0
798686750113755136,2400,0
798682547630837760,4850,0
798673117451325440,5699,0
798665375516884993,4021,0
798644042770751489,1904,0
798628517273620480,2028,0
798585098161549313,5881,0
798576900688019456,6013,0
798340744599797760,3448,0
798209839306514432,2629,10696
797971864723324932,3198,11921
797545162159308800,5005,14926
797236660651966464,6781,20466
797165961484890113,26,231
796904159865868288,9177,0
796865951799083009,1972,7887
796759840936919040,3133,12150
796563435802726400,7472,0
796484825502875648,1812,7775
796387464403357696,4275,11299
796177847564038144,14708,0
796149749086875649,14708,33113
796125600683540480,1859,5092
796116448414461957,2482,9342
796080075804475393,2382,8672
796031486298386433,3824,11086
795464331001561088,24358,50947
795400264262053889,2962,10335
795076730285391872,5584,16626
794983741416415232,3473,0
794926597468000259,2375,10535
794355576146903043,10611,0
794332329137291264,2747,9823
794205286408003585,3406,9456
793962221541933056,5033,17272
793845145112371200,1923,9474
793614319594401792,3224,0
793601777308463104,1674,8187
793500921481273345,2445,10957
793286476301799424,9434,25246
793271401113350145,2462,8935
793256262322548741,8590,20511
793241302385262592,3387,10799
793226087023144960,2948,10101
793210959003287553,2876,9161
793195938047070209,5800,15703
793180763617361921,2064,7125
793165685325201412,2864,9675
793150605191548928,1746,6346
793135492858580992,2559,6620
793120401413079041,4028,13024
792913359805018113,4087,14710
792883833364439040,4391,11608
792773781206999040,1729,7548
792394556390137856,4416,13799
792050063153438720,1857,7346
791821351946420224,21682,0
791784077045166082,9876,0
791780927877898241,3930,0
791774931465953280,22854,46289
791672322847637504,3224,12060
791406955684368384,4238,13466
791312159183634433,2609,9012
791026214425268224,4211,0
790987426131050500,2197,10094
790946055508652032,4819,17077
790723298204217344,2376,0
790698755171364864,1980,8425
790581949425475584,7365,21185
790337589677002753,1925,8030
790277117346975746,3257,12881
790227638568808452,3665,0
789986466051088384,2376,9497
789960241177853952,4231,0
789903600034189313,4235,10633
789628658055020548,1823,7686
789599242079838210,1977,6935
789530877013393408,3473,12037
789314372632018944,2358,8862
789280767834746880,5088,0
789268448748703744,2675,9329
789137962068021249,2880,9965
788908386943430656,12787,28088
788765914992902144,10611,28045
788552643979468800,7375,0
788412144018661376,5415,15950
788178268662984705,2152,7406
788150585577050112,1326,6275
788070120937619456,3519,0
788039637453406209,1359,6275
787810552592695296,3136,8854
787717603741622272,2857,10509
787397959788929025,2914,11144
787322443945877504,1786,7978
787111942498508800,6915,0
786963064373534720,8184,27261
786729988674449408,2478,0
786709082849828864,6264,18688
786664955043049472,2627,10869
786595970293370880,3197,9655
786363235746385920,3599,11151
786286427768250368,2920,8163
786233965241827333,4879,15631
786051337297522688,159,1463
786036967502913536,7206,0
785927819176054784,3263,11656
785872687017132033,1865,6857
785639753186217984,2291,8024
785533386513321988,2040,9323
785515384317313025,1291,6257
785264754247995392,1679,7431
785170936622350336,4960,12320
784826020293709826,3326,10362
784517518371221505,2595,9183
784431430411685888,1307,5834
784183165795655680,8266,20557
784057939640352768,11401,30465
783839966405230592,11039,30704
783821107061198850,2018,7516
783695101801398276,3293,10694
783466772167098368,2306,8650
783391753726550016,5622,17259
783347506784731136,5684,0
783334639985389568,11963,29782
783085703974514689,2253,8342
782969140009107456,7547,24653
782747134529531904,1441,7647
782722598790725632,5515,17660
782598640137187329,1918,7965
782305867769217024,5709,17027
782021823840026624,6355,0
781955203444699136,3453,11379
781661882474196992,2780,10672
781655249211752448,1149,4085
781524693396357120,5687,21184
781308096455073793,2607,7295
781251288990355457,2122,8603
781163403222056960,2796,10011
780931614150983680,7472,22100
780858289093574656,2050,7342
780800785462489090,1328,5607
780601303617732608,3417,12363
780543529827336192,1776,6443
780496263422808064,3783,0
780476555013349377,116,0
780459368902959104,1101,5404
780192070812196864,2295,8883
780092040432480260,2348,0
780074436359819264,5076,12459
779834332596887552,7206,19320
779377524342161408,3174,8992
779124354206535695,18735,0
779056095788752897,4621,15083
778990705243029504,7371,20395
778774459159379968,10119,0
778764940568104960,372,886
778748913645780993,1341,7032
778650543019483137,1540,5887
778624900596654080,1030,4729
778408200802557953,4431,13890
778396591732486144,12498,0
778383385161035776,1123,5958
778286810187399168,3365,10592
778039087836069888,2699,8665
778027034220126208,1651,6682
777953400541634568,3595,0
777885040357281792,1661,6479
777684233540206592,2984,11455
777641927919427584,4316,0
777621514455814149,2549,8940
777189768882946048,4378,14547
776819012571455488,13969,0
776813020089548800,1234,4968
776477788987613185,2832,9001
776249906839351296,9327,0
776218204058357768,16189,30488
776201521193218049,2558,9799
776113305656188928,4434,11989
776088319444877312,154,1879
775898661951791106,16860,0
775842724423557120,2706,11927
775733305207554048,4062,14111
775729183532220416,4679,13211
775364825476165632,3025,7539
775350846108426240,3978,10340
775085132600442880,4823,15852
774757898236878852,1819,8750
774639387460112384,1758,6863
774314403806253056,5625,22167
773985732834758656,3947,10922
773922284943896577,1777,6508
773704687002451968,1658,6721
773670353721753600,1335,5436
773547596996571136,6286,22506
773336787167145985,5176,0
773308824254029826,7600,23707
773247561583001600,3297,9623
773191612633579521,4218,10175
772877495989305348,3949,8717
772826264096874500,2391,8198
772615324260794368,3441,0
772581559778025472,1724,6614
772193107915964416,1418,6146
772152991789019136,1151,3871
772117678702071809,752,3834
772114945936949249,475,2769
772102971039580160,952,4065
771908950375665664,1935,6690
771770456517009408,3448,12212
771500966810099713,2652,8398
771380798096281600,5176,10673
771171053431250945,7623,0
771136648247640064,2978,9306
771102124360998913,1462,6346
771014301343748096,1683,7003
770787852854652928,1220,5005
770772759874076672,1439,5263
770655142660169732,1796,7457
770414278348247044,2132,6425
770293558247038976,1504,6345
770093767776997377,3107,0
770069151037685760,2330,7712
769940425801170949,9720,31882
769695466921623552,1699,6520
769335591808995329,7853,0
769212283578875904,1752,5488
768970937022709760,6614,14596
768909767477751808,2720,0
768855141948723200,903,4271
768609597686943744,1225,4185
768596291618299904,1299,5116
768554158521745409,5926,0
768473857036525572,3478,13828
768193404517830656,3595,11044
767884188863397888,1404,4817
767754930266464257,5472,16245
767500508068192258,2377,7610
767191397493538821,3822,12477
767122157629476866,2903,10317
766864461642756096,5719,0
766793450729734144,1368,5145
766714921925144576,383,2645
766693177336135680,811,4072
766423258543644672,1615,6090
766313316352462849,1914,6891
766078092750233600,2666,0
766069199026450432,865,4295
766008592277377025,503,3802
765719909049503744,2177,7337
765669560888528897,1240,5265
765395769549590528,3422,26934
765371061932261376,2194,7170
765222098633691136,3441,11796
764857477905154048,1799,6542
764259802650378240,1523,6102
763956972077010945,56,767
763837565564780549,4211,12773
763183847194451968,1489,5452
763167063695355904,3065,0
763103485927849985,2319,7460
762699858130116608,3665,12308
762471784394268675,6523,11359
762464539388485633,4231,10442
762316489655476224,1138,4865
762035686371364864,15747,32329
761976711479193600,2035,5471
761750502866649088,3967,0
761745352076779520,874,4322
761672994376806400,29483,50147
761599872357261312,1200,4176
761371037149827077,18294,0
761334018830917632,1470,5248
761292947749015552,1096,4538
761227390836215808,1587,5380
761004547850530816,3519,11474
760893934457552897,989,3862
760656994973933572,1934,6676
760641137271070720,1317,5033
760539183865880579,3673,7664
760521673607086080,1403,4268
760290219849637889,11659,27153
760252756032651264,880,3986
760190180481531904,1827,5766
760153949710192640,31,0
759943073749200896,2103,6029
759923798737051648,5719,14847
759846353224826880,2004,6812
759793422261743616,1939,6034
759557299618865152,1202,4758
759447681597108224,2478,8589
759446261539934208,494,1697
759197388317847553,1970,6147
759159934323924993,1171,0
759099523532779520,4223,14698
759047813560868866,2050,6573
758854675097526272,908,3598
758828659922702336,3877,11344
758740312047005698,1625,5794
758474966123810816,1012,3851
758467244762497024,2241,4849
758405701903519748,1930,5263
758355060040593408,1092,3439
758099635764359168,10119,19303
758041019896193024,379,2730
757741869644341248,3288,6952
757729163776290825,8037,0
757725642876129280,1226,4591
757611664640446465,1115,4609
757597904299253760,300,0
757596066325864448,1070,4382
757400162377592832,6938,15317
757393109802180609,1756,5878
757354760399941633,1438,4574
756998049151549440,2004,6360
756939218950160384,2033,6729
756651752796094464,1322,5121
756526248105566208,3628,10536
756303284449767430,1106,3984
756288534030475264,17640,43224
756275833623502848,1549,6492
755955933503782912,2914,7411
755206590534418437,5409,16635
755110668769038337,11212,21453
754874841593970688,8007,0
754856583969079297,2551,6976
754747087846248448,527,2614
754482103782404096,1974,5362
754449512966619136,737,3794
754120377874386944,2380,7959
753655901052166144,2187,5892
753420520834629632,3608,7991
753398408988139520,1925,5813
753375668877008896,2348,7725
753298634498793472,5759,0
753294487569522689,1055,3408
753039830821511168,21109,37485
753026973505581056,979,3955
752932432744185856,6915,12776
752917284578922496,1598,6984
752701944171524096,2904,0
752682090207055872,1608,6063
752660715232722944,1570,4420
752568224206688256,2301,5564
752519690950500352,3467,7436
752334515931054080,1100,3851
752309394570878976,16427,0
752173152931807232,1855,6018
751950017322246144,932,3096
751937170840121344,1347,5244
751830394383790080,1964,5861
751793661361422336,2924,5884
751598357617971201,3064,7998
751583847268179968,1118,4438
751538714308972544,1275,5089
751456908746354688,1010,3251
751251247299190784,5927,12634
751205363882532864,1837,6386
751132876104687617,1313,5120
750868782890057730,1379,4835
750719632563142656,5088,13300
750506206503038976,1152,4475
750429297815552001,4316,13284
750383411068534784,1157,4597
750381685133418496,28,704
750147208377409536,968,3131
750132105863102464,1303,3651
750117059602808832,1327,4368
750101899009982464,852,3063
750086836815486976,540,2189
750071704093859840,3370,7903
750056684286914561,901,3188
750041628174217216,625,3213
750026558547456000,794,2741
750011400160841729,909,3268
749996283729883136,824,3089
749981277374128128,2482,5157
749774190421639168,1325,4691
749417653287129088,1656,6156
749403093750648834,539,2648
749395845976588288,3463,8638
749317047558017024,2245,5539
749075273010798592,2084,5798
749064354620928000,1535,4848
749036806121881602,798,3114
748977405889503236,3412,10846
748932637671223296,2270,5864
748705597323898880,957,2795
748699167502000129,1598,4782
748692773788876800,1338,4275
748575535303884801,1986,6118
748568946752774144,671,2212
748346686624440324,1229,5255
748337862848962560,4136,7695
748324050481647620,767,3698
748307329658011649,714,3694
748220828303695873,7849,14250
747963614829678593,2155,5807
747933425676525569,2557,6649
747885874273214464,981,2963
747844099428986880,750,2835
747816857231626240,1169,4881
747651430853525504,157,1399
747648653817413632,5893,12988
747600769478692864,555,2342
747594051852075008,1059,3701
747512671126323200,1618,5577
747461612269887489,1045,3900
747439450712596480,1923,5456
747242308580548608,2912,0
747219827526344708,1579,5290
747204161125646336,925,3390
747103485104099331,3978,9618
746906459439529985,298,2908
746872823977771008,2136,6017
746818907684614144,1748,5338
746790600704425984,1610,4908
746757706116112384,3930,9618
746726898085036033,1805,6077
746542875601690625,1888,5069
746521445350707200,986,0
746507379341139972,1084,4681
746369468511756288,1635,6208
746131877086527488,2209,6939
746056683365994496,812,3570
745789745784041472,1072,4052
745712589599014916,2343,7041
745433870967832576,2548,7111
745422732645535745,2445,8614
745314880350101504,2763,7222
745074613265149952,3525,7880
745057283344719872,2274,7285
744995568523612160,624,2977
744971049620602880,2701,7919
744709971296780288,1567,5633
744334592493166593,2121,6819
744234799360020481,78255,157113
744223424764059648,368,1673
743980027717509120,1096,4188
743895849529389061,963,3655
743835915802583040,2089,0
743609206067040256,1382,4490
743595368194129920,6561,18470
743545585370791937,944,3536
743510151680958465,3731,7942
743253157753532416,1229,4244
743222593470234624,1906,6236
743210557239623680,1369,3848
742534281772302336,3584,7088
742528092657332225,1985,4438
742465774154047488,3910,7277
742423170473463808,3783,9847
742385895052087300,1975,6829
742161199639494656,1380,4356
742150209887731712,1556,5146
741793263812808706,1513,4548
741743634094141440,2761,8187
741438259667034112,839,3689
741303864243200000,3212,8801
741099773336379392,5527,10027
741067306818797568,3107,9529
740995100998766593,2751,6397
740711788199743490,940,3414
740699697422163968,787,2860
740676976021798912,6831,18219
740373189193256964,13333,35074
740365076218183684,431,2468
740359016048689152,869,3304
740214038584557568,1967,6700
739979191639244800,5926,20027
739932936087216128,1076,4059
739844404073074688,853,3813
739623569819336705,1356,3790
739606147276148736,1656,5386
739544079319588864,21291,39630
739485634323156992,2926,7173
739238157791694849,57998,115979
738891149612572673,6,111
738885046782832640,1143,3780
738883359779196928,793,3311
738537504001953792,1544,5103
738402415918125056,840,3251
738184450748633089,1205,4322
738166403467907072,3357,8799
738156290900254721,646,2514
737826014890496000,1770,5278
737800304142471168,3454,9997
737678689543020544,1319,5047
737445876994609152,4465,10276
737322739594330112,812,3615
737310737551491075,7427,14690
736736130620620800,1733,4270
736392552031657984,7375,17697
736365877722001409,1250,3985
736225175608430592,2784,8142
736010884653420544,2991,7902
735991953473572864,1152,3604
735648611367784448,1105,4033
735635087207878657,2345,6171
735274964362878976,5037,13022
735256018284875776,884,3333
735137028879360001,967,3134
734912297295085568,526,2752
734787690684657664,6276,12542
734776360183431168,543,2507
734559631394082816,395,1487
733828123016450049,782,3575
733822306246479872,1018,3671
733482008106668032,953,3144
733460102733135873,1283,4195
733109485275860992,16860,50231
732732193018155009,536,2441
732726085725589504,887,3550
732585889486888962,778,3664
732375214819057664,2513,8093
732005617171337216,5399,14905
731285275100512256,989,3489
